result_set_id,user_id,raw_query,n_hits,hit_listing_ids,ground_truth_listing_ids,live_pred_listing_ids
rs_300340,usr_1138,"nhà đất Phường Thông Tây Hội dưới 3.0 tỷ cho thuê lại được, 2 phòng ngủ, gần trung tâm thương mại",3,45255230;44961717;45240363,44506594;45255230;45252017;45125602;45012028;44961717;45240363;45088684;44790683;45157309,45256206;45269042;45240363;45132591;45265868;45256356;44800993;45255230;44961717;45174816
rs_300341,usr_1139,"nhà đất Phường Hòa Hưng dưới 2.2 tỷ cho gia đình, 1 phòng ngủ, có sân thể thao",4,45161667;43517731;45263608;42764854,45161667;45187744;45195893;44106049;41078865;43238341;44140279;43517731;45263608;42764854,43598350;43903589;43900905;45255223;43517731;42764854;45263608;45260467;45255963;45161667
rs_300342,usr_1139,"căn hộ Phường Sài Gòn dưới 2.2 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có sân thể thao",3,45225431;45245173;45112600,45225431;45245173;45199130;45175379;45189689;44742649;44416443;45112600;44742828;45242102,45017137;43411750;45162235;44864335;44843875;45225431;45112600;45245173;44845848;44713493
rs_300343,usr_1140,"tìm căn hộ Phường Long Bình dưới 2.6 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",3,44403119;43317425;45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,45266104;43321672;43537623;44748012;44397902;44350831;43572439;44286055;44403119;43317425
rs_300344,usr_1140,"tìm nhà đất Phường Tây Thạnh dưới 2.6 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",6,45260759;44922562;43829753;44952277;45206831;45215169,45260759;45186591;44922562;43829753;44952277;45206831;45215169;45195267;44492541;43786316,45260759;45215169;44922562;43829753;45206831;44952277;45221253;45073001;45161667;45186265
rs_300345,usr_1140,"căn hộ Phường Long Bình dưới 2.6 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",1,45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,45266104;43537623;43321672;44748012;44397902;43572439;44350831;44286055;44048727;43960856
rs_300346,usr_1141,"nhà ở Phường Xóm Chiếu thoáng mát 1pn, dưới 24.2 tỷ, gần bến xe buýt",6,44734340;44714166;45101515;45230039;44778893;44986327,44734340;44714166;45101515;45230039;44897311;42418438;44778893;44986327;44823146;44882777,44734340;45071993;44778893;44259861;44986327;44714166;45101515;45230039;45244476;40489660
rs_300347,usr_1141,"cần mua nhà đất 1 phòng ngủ ở Phường Đức Nhuận để ở, dưới 24.2 tỷ, gần bến xe buýt",5,45255723;45257856;44618700;45075183;45259507,45255723;45257856;45252566;45231497;45240198;44618700;45075183;45259507;45259007;45082533,45075183;44618700;45266757;45257856;45259507;44101006;45255723;45175377;44102841;45224366
rs_300348,usr_1141,"cần mua nhà đất 1 phòng ngủ ở Phường Đức Nhuận để ở, dưới 24.2 tỷ, gần bến xe buýt",0,,45255723;45257856;45252566;45231497;45240198;44618700;45075183;45259507;45259007;45082533,44085270;44935352;45232770;43544584;45254675;44953962;42379055;45203340;43589492;44406217
rs_300349,usr_1142,"mua căn hộ đầu tư ở Phường Tân Phú pháp lý rõ ràng, dưới 2.9 tỷ, 2 phòng ngủ, gần trường học",2,44894510;44904039,44894510;44786591;44904039;45082489;45186265;45094468;45223994;45096390;44932544;45184928,44526324;45267186;45268305;45197190;45255630;45260759;45255721;44894510;44904039;44945503
rs_300350,usr_1142,"căn hộ Phường Tân Phú dưới 2.9 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",3,44894510;44786591;44904039,44894510;44786591;44904039;45082489;45186265;45094468;45223994;45096390;44932544;45184928,44526324;45197190;45268305;45255630;45088511;44904039;44786591;44894510;44945503;45255721
rs_300351,usr_1143,"tìm nhà đất Phường Sài Gòn dưới 7.8 tỷ gần trường học, 2 phòng ngủ",1,45249921,45249921;45242102;42850213;44835622;44408705;44815225;43605941;44851876;44851825;45225431,45249921;45245173;45189941;45088684;45206256;45140241;45247385;45170798;45028627;45105953
rs_300352,usr_1143,"nhà đất Phường Sài Gòn dưới 7.8 tỷ cho gia đình, 2 phòng ngủ, gần trường học",2,45249921;44851825,45249921;45242102;42850213;44835622;44408705;44815225;43605941;44851876;44851825;45225431,45249921;45245173;44851825;45189941;45088684;45140241;45206256;45105953;45221343;45170798
rs_300353,usr_1144,"nhà đất Phường Phú Định dưới 2.6 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",6,45269276;44743197;45131129;43662693;45169945;43634809,45269276;45196346;44743197;45131129;43662693;45169945;43634809;44326273;45128667;44819431,45131129;42886620;45269276;45169945;43662693;43634809;45141155;44372189;44743197;45111637
rs_300354,usr_1144,"nhà đất Phường Phú Định dưới 2.6 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",6,45269276;44743197;45131129;43662693;45169945;43634809,45269276;45196346;44743197;45131129;43662693;45169945;43634809;44326273;45128667;44819431,45131129;42886620;45269276;45169945;44372189;44743197;43662693;43634809;45111637;45141155
rs_300355,usr_1145,"tìm căn hộ Phường Phú Nhuận dưới 2.2 tỷ gần trường học, 1 phòng ngủ, có thang máy",4,45063282;44466821;45226611;44867479,45063282;44466821;44939112;44915344;45226611;45222510;44890005;44867479;44454746;45143569,45082533;45075183;45063282;44984489;45226611;44770429;44466821;45042172;44723700;44867479
rs_300356,usr_1145,"tìm nhà đất Phường An Hội Tây dưới 2.2 tỷ gần trường học, 1 phòng ngủ, có thang máy",3,44562367;45019732;45071367,45154072;45145097;44562367;45038422;45075817;45019732;45255747;45071367;45085092;45190237,44562367;44950030;45071367;43499957;45203024;45251031;45116925;45019732;44994010;45266627
rs_300357,usr_1146,"nhà đất Phường Hòa Hưng dưới 2.6 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",5,45263608;45255223;45230335;45228388;45224178,44140279;45263608;45255223;44059695;44859306;45144302;45230335;45228388;45224178;45189972,43598350;45255223;43903589;45263608;45177740;45255963;45228388;45224178;45230335;43517731
rs_300358,usr_1146,"nhà ở Phường Phú Thuận thoáng mát 2pn, dưới 2.6 tỷ, gần trường học",1,44960399,43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927;45088537,45138568;45264249;45268404;44342167;44960399;45075295;43489295;45260718;45126932;44964591
rs_300359,usr_1146,"nhà ở Phường Hòa Hưng thoáng mát 2pn, dưới 2.6 tỷ, gần trường học",2,45263608;45255223,44140279;45263608;45255223;44059695;44859306;45144302;45230335;45228388;45224178;45189972,45260467;43598350;45255963;45255223;43903589;43517731;45161667;43900905;42764854;45263608
rs_300360,usr_1147,"nhà đất Phường Tân Thuận dưới 29.2 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần bến xe buýt",7,44574182;44953673;45159682;45268380;45267919;44558312;44558218,44574182;43533970;44953673;45267874;45159682;45268380;45267919;45245534;44558312;44558218,45267919;44558312;45143438;45268380;44574182;44558218;44487371;44953673;45159682;44335474
rs_300361,usr_1147,"nhà ở Phường Tân Thuận thoáng mát 2pn, dưới 29.2 tỷ, gần bến xe buýt",6,44574182;44953673;45268380;45267919;44558312;44558218,44574182;43533970;44953673;45267874;45159682;45268380;45267919;45245534;44558312;44558218,44558312;45267919;45143438;44335474;45268380;44574182;44525010;44558218;44487371;44953673
rs_300362,usr_1148,"thuê căn hộ Phường Vĩnh Hội 2 phòng ngủ dưới 19.2 tỷ, gần trường học",6,44742356;45263202;45263106;45240735;45018689;44186833,44742356;45263202;44956559;44715266;45263106;45240735;45018689;45013698;44186833;45205679,45263202;44742356;45263106;44186833;45240735;44767187;44952217;44565872;45018689;44568353
rs_300363,usr_1148,"căn hộ Phường Vĩnh Hội dưới 19.2 tỷ cho thuê gần metro, 2 phòng ngủ, gần trường học",5,44742356;45263202;45263106;45240735;44186833,44742356;45263202;44956559;44715266;45263106;45240735;45018689;45013698;44186833;45205679,45263202;44742356;45263106;45240735;44466982;44186833;44834862;44018090;45110563;44034581
rs_300364,usr_1148,"tìm phòng căn hộ ở Phường Vĩnh Hội dưới 19.2 tỷ, 2 phòng ngủ, gần trường học",6,44742356;45263202;45263106;45240735;45018689;44186833,44742356;45263202;44956559;44715266;45263106;45240735;45018689;45013698;44186833;45205679,45263202;44742356;45263106;45018689;45240735;44186833;44239561;45096630;45175567;44404468
rs_300365,usr_1149,"nhà ở Phường Vũng Tàu thoáng mát 2pn, dưới 2.7 tỷ, gần trường học",4,44860127;45186062;45105664;45244194,44860127;43122633;44958409;45212454;45186062;44751866;44775919;45105664;45244194;45251169,44860127;45249483;44890833;45162550;45244194;45186062;42807823;45105664;45196397;45184337
rs_300366,usr_1149,"tìm nhà đất Phường Phú Nhuận dưới 2.7 tỷ gần trường học, 2 phòng ngủ",3,45261537;45267558;44994985,45261537;45189864;45036689;45025194;45267558;44994985;45079987;45263166;43775385;45214659,45261537;45252566;45264351;45267558;45042172;45192385;45198077;44881605;45224366;44994985
rs_300367,usr_1150,"nhà đất Phường Long Phước dưới 2.5 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",2,39387596;39124630,44655376;45051102;39387596;45154503;39124630;45241889;41287063;44671246;45062729;44735546,39124630;39387596;44229900;45253987;44945779;44620727;45256231;44570832;45077780;44643381
rs_300368,usr_1150,"nhà đất Phường Long Phước dưới 2.5 tỷ cho gia đình, 2 phòng ngủ, gần trường học",8,45051102;39387596;45154503;39124630;45241889;41287063;44671246;44735546,44655376;45051102;39387596;45154503;39124630;45241889;41287063;44671246;45062729;44735546,44735546;39387596;39124630;45241889;45154503;41287063;45051102;45099707;44671246;44229900
rs_300369,usr_1150,"nhà ở Phường Long Phước thoáng mát 2pn, dưới 2.5 tỷ, gần trường học",6,45051102;39387596;39124630;45241889;44671246;44735546,44655376;45051102;39387596;45154503;39124630;45241889;41287063;44671246;45062729;44735546,44735546;39387596;39124630;45241889;45051102;44671246;45099707;45080633;45246152;45152520
rs_300370,usr_1151,"cần mua căn hộ 2 phòng ngủ ở Phường Long Bình để ở, dưới 2.3 tỷ, gần trường học",1,45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,45266104;43537623;44397902;43321672;44350831;44748012;44048727;43572439;43960856;43436120
rs_300371,usr_1151,"nhà ở Phường Xuân Hòa thoáng mát 2pn, dưới 2.3 tỷ, gần trường học",0,,45245632;45240205;44843130;45239086;45005189;45072202;43682719;45209086;42847003;43103719,44229900;45077780;45073124;45200975;44620727;45261874;45222811;45017137;44781986;44843875
rs_300372,usr_1152,"cần mua nhà đất 2 phòng ngủ ở Phường Gia Định để ở, dưới 2.4 tỷ, gần trường học",4,45266795;44623799;44895620;43927551,45266795;44623799;44895620;45231699;43220620;44893724;44875460;42981800;44910889;43927551,44992813;45266795;44623799;44807149;45254655;43927551;44871995;44895620;43989563;45205943
rs_300373,usr_1152,"nhà đất Phường Thông Tây Hội dưới 2.4 tỷ cho gia đình, 2 phòng ngủ, gần trường học",5,45011234;45132591;45157309;45088684;44979444,45232601;45011234;45132591;44790683;45160333;45157309;45088684;45125602;44979444;44506594,45132591;44979444;45088684;45144119;45012028;45174816;45157309;45117695;45136621;45011234
rs_300374,usr_1153,"nhà ở Phường Tân Hưng thoáng mát 2pn, dưới 20.2 tỷ, gần trường học",5,45252887;44974281;44958480;45068527;44523302,44910264;45189288;45005416;45252887;44974281;45173815;44958480;45068527;44523302;44854900,45252887;44958480;45091488;45068527;44974281;44942944;44523302;45262999;44871367;44341133
rs_300375,usr_1153,"cần mua nhà đất 2 phòng ngủ ở Phường Tân Hưng để ở, dưới 20.2 tỷ, gần trường học",5,45252887;44974281;44958480;45068527;44523302,44910264;45189288;45005416;45252887;44974281;45173815;44958480;45068527;44523302;44854900,45252887;44958480;45068527;45091488;44974281;44942944;45262999;44341133;44523302;44768286
rs_300376,usr_1154,"nhà ở Phường Phú Thuận thoáng mát 2pn, dưới 2.4 tỷ, gần trường học",0,,43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927;45088537,44229900;44894510;45197190;44904039;44786591;44854998;44945503;44907937;45143212;45179775
rs_300377,usr_1154,"nhà đất Phường Phú Thuận dưới 2.4 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",1,44960399,43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927;45088537,45264249;45138568;45268404;44960399;45075295;45126932;45260718;44964591;45004899;41753098
rs_300378,usr_1154,"cần mua nhà đất 2 phòng ngủ ở Phường Phú Thuận để ở, dưới 2.4 tỷ, gần trường học",1,44960399,43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927;45088537,45264249;45138568;45268404;45075295;44960399;44964591;45260718;45126932;45004899;41753098
rs_300379,usr_1155,"nhà đất Phường An Đông dưới 6.7 tỷ cho gia đình, 2 phòng ngủ, có phòng gym",8,44604418;45165004;45165437;45234636;45096630;45172117;45062392;44346982,44604418;45165004;45165437;45234636;45096630;45172117;45062392;43775873;44346982;43714148,45165004;45165437;44604418;43888979;45096630;45062392;45172117;44346982;45234636;45229939
rs_300380,usr_1155,"tìm nhà đất Phường An Đông dưới 6.7 tỷ gần trường học, 2 phòng ngủ, có phòng gym",8,44604418;45165004;45165437;45234636;45096630;45172117;45062392;44346982,44604418;45165004;45165437;45234636;45096630;45172117;45062392;43775873;44346982;43714148,45165004;45165437;44604418;43888979;45096630;45062392;45172117;44346982;45234636;45229939
rs_300381,usr_1155,"nhà đất Phường An Đông dưới 6.7 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có phòng gym",8,44604418;45165004;45165437;45234636;45096630;45172117;45062392;44346982,44604418;45165004;45165437;45234636;45096630;45172117;45062392;43775873;44346982;43714148,45165004;45165437;44604418;43888979;45096630;45062392;45172117;44346982;45234636;45229939
rs_300382,usr_1156,"căn hộ Xã Tân Nhựt dưới 2.6 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",3,44843875;45162235;44845494,44843875;44841772;45017137;45010170;45017298;45162235;45194899;44948688;45210229;44845494,44843875;45262776;44845494;44935352;45162235;44845848;45101930;45084742;45162231;44904039
rs_300383,usr_1156,"tìm căn hộ Xã Tân Nhựt dưới 2.6 tỷ gần trường học, 2 phòng ngủ",3,44843875;45162235;44845494,44843875;44841772;45017137;45010170;45017298;45162235;45194899;44948688;45210229;44845494,44843875;44935352;45262776;44845494;45162235;45101930;45084742;44894510;44904039;45223376
rs_300384,usr_1156,"tìm căn hộ Xã Tân Nhựt dưới 2.6 tỷ gần trường học, 2 phòng ngủ",2,44843875;45162235,44843875;44841772;45017137;45010170;45017298;45162235;45194899;44948688;45210229;44845494,44843875;45262776;44848669;44935352;45162235;45101930;45084742;44894510;44904039;44945503
rs_300385,usr_1157,"nhà đất Phường Phước Long dưới 2.3 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có sân thể thao",7,44532175;45227552;45261902;43152347;45253987;45257227;45266517,44532175;45227552;45261902;43152347;45253987;45257227;45266517;44986073;44488372;45008472,45253987;45261902;45257227;45227552;45266517;45051736;43152347;44532175;45264215;45246152
rs_300386,usr_1157,"nhà ở Phường Long Trường thoáng mát 1pn, dưới 2.3 tỷ, có sân thể thao",2,44107369;43866123,43513035;44107369;42218073;44150180;44107433;45254034;43247491;43238060;43866123;44700316,45088221;44477261;44810753;44107369;43720201;43866123;45038437;45066832;45066979;45265156
rs_300387,usr_1158,"tìm nhà đất Xã Bình Hưng dưới 2.4 tỷ tiềm năng tăng giá, 3 phòng ngủ, gần trường học",6,44594476;44615878;44004519;45184650;40484691;45071051,44594476;44615878;45237954;44004519;44825273;45229051;45184650;40484691;45071051;45224442,44615878;40484691;44594476;45071051;45184650;44004519;44585936;44366917;45081886;44882777
rs_300388,usr_1158,"mua nhà đất đầu tư ở Xã Bình Hưng pháp lý rõ ràng, dưới 2.4 tỷ, 3 phòng ngủ, gần trường học",6,44594476;44615878;44004519;45184650;40484691;45071051,44594476;44615878;45237954;44004519;44825273;45229051;45184650;40484691;45071051;45224442,44615878;40484691;44594476;45071051;44004519;45184650;44585936;44366917;45066544;45170744
rs_300389,usr_1159,"cần thuê căn hộ Phường Long Trường full nội thất, dưới 7.2 tỷ, 2 phòng ngủ, có thang máy",3,44107369;45254034;43866123,44107433;44107369;45254034;43247491;43238060;43866123;42218073;44700316;44150180;43513035,43866123;44477261;45088221;44107369;45038437;43720201;45254034;44810753;45265156;45066832
rs_300390,usr_1159,"tìm phòng nhà đất ở Phường Hạnh Thông dưới 7.2 tỷ, 2 phòng ngủ, có thang máy",6,45221020;45175886;45147770;45005393;44942519;44991295,45221020;45175886;44285831;45147770;45190193;45005393;45144226;45197627;44942519;44991295,45221020;45175886;45005393;44596675;45148583;44991295;44942519;45147770;45140241;45115035
rs_300391,usr_1159,"cần thuê căn hộ Phường Long Trường full nội thất, dưới 7.2 tỷ, 2 phòng ngủ, có thang máy",0,,44107433;44107369;45254034;43247491;43238060;43866123;42218073;44700316;44150180;43513035,44622948;44130737;39130038;44525010;43652465;45070787;44984489;43403469;45186848;45234641
rs_300392,usr_1160,"nhà đất Xã Nhà Bè dưới 5.9 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",2,44949894;44995869,44949894;45200975;44995869;45056553;44893598;44732236;45048496;45206999;45201332;45203517,44261451;44385645;45261598;44378630;44995869;45253417;45140583;44089093;44949894;44940395
rs_300393,usr_1160,"nhà đất Xã Nhà Bè dưới 5.9 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",2,44949894;44995869,44949894;45200975;44995869;45056553;44893598;44732236;45048496;45206999;45201332;45203517,44261451;44385645;45261598;44378630;45253417;44995869;45140583;44949894;44089093;44940395
rs_300394,usr_1160,"nhà đất Xã Nhà Bè dưới 5.9 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",2,44949894;44995869,44949894;45200975;44995869;45056553;44893598;44732236;45048496;45206999;45201332;45203517,44995869;44385645;44940395;44593189;44378630;45054263;44885592;44635628;44949894;45213093
rs_300395,usr_1161,"nhà ở Phường Đức Nhuận thoáng mát 3pn, dưới 2.1 tỷ, gần trường học",3,45133836;45224366;45192385,45252566;45264351;45133836;45207820;45242428;45224366;45192385;45099274;45180105;45202069,45198077;45200939;45133836;45224366;45070876;45138441;45075802;45192385;45177268;45145693
rs_300396,usr_1161,"nhà đất Xã Nhà Bè dưới 2.1 tỷ cho vợ chồng mới cưới, 3 phòng ngủ, gần trường học",1,45054263,45200975;44963713;45143889;39465019;44829409;45268965;45054263;45256036;44877579;44962142,44089093;44550792;44340134;44522452;45159575;44593189;45069226;45213093;44885592;45054263
rs_300397,usr_1162,"nhà đất Phường Bến Thành dưới 22.8 tỷ cho thuê lại được, 3 phòng ngủ, gần trường học",5,44807125;44886937;45250288;44823393;44041038,44807125;44345057;44112412;44464695;44886937;45250288;44823393;44041038;44427635;44870654,44823393;44825135;45256332;44838130;44041038;44807125;44823131;45250288;44886937;43698090
rs_300398,usr_1162,"nhà đất Phường Bến Thành dưới 22.8 tỷ dòng tiền tốt, 3 phòng ngủ, gần trường học",6,44807125;44464695;44886937;45250288;44823393;44041038,44807125;44345057;44112412;44464695;44886937;45250288;44823393;44041038;44427635;44870654,44823393;44825135;45256332;44041038;44807125;45250288;44838130;44464695;43698090;44886937
rs_300399,usr_1162,"mua nhà đất đầu tư ở Phường Bến Thành pháp lý rõ ràng, dưới 22.8 tỷ, 3 phòng ngủ, gần trường học",5,44807125;44464695;45250288;44823393;44041038,44807125;44345057;44112412;44464695;44886937;45250288;44823393;44041038;44427635;44870654,44823393;44825135;45256332;44041038;44807125;45250288;44838130;43698090;44464695;44823131
rs_300400,usr_1163,"cần mua nhà đất 2 phòng ngủ ở Phường Thới Hòa để ở, dưới 6.5 tỷ, gần trường học",4,45188401;45270308;45255987;44425728,45188401;45224442;45215745;45251079;45229877;45228729;45270308;45255987;44425728;44244182,44425728;45270308;45255987;45188401;45249634;45151537;45247385;44041264;45236756;45186265
rs_300401,usr_1163,"nhà đất Phường Thới Hòa dưới 6.5 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",4,45188401;45270308;45255987;44425728,45188401;45224442;45215745;45251079;45229877;45228729;45270308;45255987;44425728;44244182,44425728;45255987;45270308;45188401;45151537;44041264;45249634;45186265;44878017;44714219
rs_300402,usr_1164,"cần mua nhà đất 2 phòng ngủ ở Phường Bình Thạnh để ở, dưới 3.0 tỷ, gần bến xe buýt",1,45246408,43544584;44256714;45246408;45232003;45261561;45090623;45232260;45184505;43824759;44596070,45266795;45246408;43927551;45025539;45264187;44992813;45266012;43989563;44867301;45056277
rs_300403,usr_1164,"cần mua nhà đất 2 phòng ngủ ở Phường Bình Thạnh để ở, dưới 3.0 tỷ, gần bến xe buýt",1,45246408,43544584;44256714;45246408;45232003;45261561;45090623;45232260;45184505;43824759;44596070,45266795;45246408;45025539;43927551;45264187;45266012;44992813;45262066;45056277;43989563
rs_300404,usr_1164,"cần mua nhà đất 2 phòng ngủ ở Phường Thới An để ở, dưới 3.0 tỷ, gần bến xe buýt",4,45151537;45111612;44790560;45266745,45151537;45131288;45204762;44243862;44818037;45150652;45245657;45111612;44790560;45266745,45265219;45111612;45257346;45251312;45266745;45255012;44790560;45151537;45109121;45186272
rs_300405,usr_1165,"tìm căn hộ Phường Bến Thành dưới 2.5 tỷ gần trường học, 2 phòng ngủ, gần bến xe buýt",4,44868190;45014857;43959995;44041038,44870654;44868190;45014857;43959995;43940956;44416135;44482740;43481818;44186979;44041038,44868190;44823393;43959995;45014857;44825135;45256332;44041038;44838130;44807125;44823131
rs_300406,usr_1165,"căn hộ Phường Bến Thành dưới 2.5 tỷ cho gia đình, 2 phòng ngủ, gần bến xe buýt",4,44868190;45014857;43959995;44041038,44870654;44868190;45014857;43959995;43940956;44416135;44482740;43481818;44186979;44041038,44868190;45014857;43959995;44823393;44825135;45256332;44041038;44838130;44807125;44823131
rs_300407,usr_1165,"tìm căn hộ Phường Bến Thành dưới 2.5 tỷ gần trường học, 2 phòng ngủ, gần bến xe buýt",6,44870654;44868190;45014857;43959995;44482740;44041038,44870654;44868190;45014857;43959995;43940956;44416135;44482740;43481818;44186979;44041038,44868190;45014857;44807125;44870654;44823393;44825135;43959995;45256332;44041038;44482740
rs_300408,usr_1166,"nhà đất Phường Bến Thành dưới 7.0 tỷ cho vợ chồng mới cưới, 3 phòng ngủ, gần trường học",2,44807125;44041038,44807125;44345057;44870654;44464695;44868190;45014857;43940956;44186979;44482740;44041038,44823393;45256332;44825135;44823131;44041038;44838130;43698090;43959995;44807125;45250288
rs_300409,usr_1166,"cần mua nhà đất 3 phòng ngủ ở Phường Bến Thành để ở, dưới 7.0 tỷ, gần trường học",2,44807125;44041038,44807125;44345057;44870654;44464695;44868190;45014857;43940956;44186979;44482740;44041038,45256332;44823393;44825135;44838130;44823131;44041038;43959995;43698090;44807125;45250288
rs_300410,usr_1166,"cần mua nhà đất 3 phòng ngủ ở Phường Xuân Hòa để ở, dưới 7.0 tỷ, gần trường học",0,,45072202;45005189;45239086;45209086;45146196;45023000;45245632;45240205;44843130;42847003,44958480;44974281;44209474;44816274;45068527;44652527;44979444;44781986;45007922;45070876
rs_300411,usr_1167,"nhà đất Phường Hiệp Bình dưới 2.5 tỷ cho gia đình, 1 phòng ngủ, gần metro",6,40489660;40970351;44951460;45097287;44963337;45096611,44869986;40489660;45218797;40970351;44951460;45097287;44963337;45181136;45065540;45096611,44951460;45097287;44348441;45096611;44963337;40489660;40970351;39130038;45227842;44977392
rs_300412,usr_1167,"tìm nhà đất Phường Tân Sơn dưới 2.5 tỷ gần trường học, 1 phòng ngủ, gần metro",7,43517747;44393683;45257389;45138363;44466877;44421523;44756981,45043941;43517747;44393683;45257389;45138363;44466877;44421523;45248809;44756981;45249096,45257389;44756981;44466877;44421523;45138363;45178962;45177340;44393683;43517747;45203396
rs_300413,usr_1168,"tìm phòng căn hộ ở Phường Thạnh Mỹ Tây dưới 3.0 tỷ, 2 phòng ngủ, gần trường học",2,44673234;45149520,44673234;43161489;43146761;44596035;45110563;45059973;45102500;45149520;45113783;44290256,45149520;44049181;45056277;44691569;45268387;45266012;45258521;45271863;43727121;44673234
rs_300414,usr_1168,"tìm phòng căn hộ ở Phường Thạnh Mỹ Tây dưới 3.0 tỷ, 2 phòng ngủ, gần trường học",3,44673234;43161489;45149520,44673234;43161489;43146761;44596035;45110563;45059973;45102500;45149520;45113783;44290256,45149520;44049181;45056277;44691569;44673234;45268387;45266012;45258521;45271863;43161489
rs_300415,usr_1168,"căn hộ Phường Phú Thuận dưới 3.0 tỷ cho thuê gần metro, 2 phòng ngủ, gần trường học",2,45227501;45075295,45227501;45232873;45088537;45075295;45028627;45202954;45055545;45247231;45202945;45133806,45004899;43684389;43813634;44960399;45268404;45075295;43489295;43832511;45227501;44342167
rs_300416,usr_1169,"căn hộ Xã Tân Nhựt dưới 5.8 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",4,44848669;45162235;44843875;45262776,44848669;45162235;44845494;44984592;44843875;45262776;44880200;44762845;45162231;44864335,44843875;44935352;45262776;44848669;45162235;45101930;44945503;45109943;45177611;44995879
rs_300417,usr_1169,"căn hộ Xã Tân Nhựt dưới 5.8 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",4,44848669;45162235;44843875;45262776,44848669;45162235;44845494;44984592;44843875;45262776;44880200;44762845;45162231;44864335,44843875;45262776;44848669;44935352;45162235;45101930;44945503;45177611;45040159;45040043
rs_300418,usr_1170,"nhà đất Xã Hiệp Phước dưới 2.6 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có hồ bơi",4,45201395;44945779;44261451;44522452,45201395;44945779;43821501;44200919;44385645;44261451;45191674;45261598;44089093;44522452,45201395;44945779;44261451;44522452;44125126;45052563;44597730;45177579;45205834;45191212
rs_300419,usr_1170,"tìm nhà đất Xã Hiệp Phước dưới 2.6 tỷ gần trường học, 1 phòng ngủ, có hồ bơi",4,45201395;44945779;43821501;44522452,45201395;44945779;43821501;44200919;44385645;44261451;45191674;45261598;44089093;44522452,44597730;45191212;44875078;44448882;44945779;45201395;44233647;44522452;43821501;44733999
rs_300420,usr_1171,"căn hộ Xã Tân Nhựt dưới 2.9 tỷ cho gia đình, 2 phòng ngủ, gần trường học",4,45162235;44845494;44843875;45262776,45162235;44845494;44843875;45262776;44864335;44948688;44897223;45017137;45194899;45235813,44843875;45262776;44845494;44935352;45162235;44845848;45101930;45084742;45197190;45235016
rs_300421,usr_1171,"nhà ở Xã Tân Nhựt thoáng mát 2pn, dưới 2.9 tỷ, gần trường học",4,45162235;44845494;44843875;45262776,45162235;44845494;44843875;45262776;44864335;44948688;44897223;45017137;45194899;45235813,44843875;45262776;44845494;44935352;45162235;45101930;45084742;45204859;45115150;44623291
rs_300422,usr_1171,"cần mua nhà đất 2 phòng ngủ ở Phường Phú Lâm để ở, dưới 2.9 tỷ, gần trường học",3,44925164;44432931;43821501,44925164;45223376;44432931;42712261;44995325;45186771;45195327;45188401;45224442;43821501,44432931;44925164;45189623;43821501;45073001;45246086;45246152;44229900;45114247;45206386
rs_300423,usr_1172,"mua nhà đất đầu tư ở Phường An Nhơn pháp lý rõ ràng, dưới 2.2 tỷ, 2 phòng ngủ, gần trung tâm thương mại",4,45190095;45087480;44398073;45158919,45190095;44923306;45087480;44398073;45156251;45158919;44942519;44972736;44826534;44359327,45190095;45158919;45087480;44398073;44229900;45078935;45152520;44873591;45170744;44945779
